variavel;site_id;segmento_id;y;regra;pred;prob
finalidade;iclin.med.br;46;0;0;0;0.019516
finalidade;iclin.med.br;47;0;0;0;0.013896
finalidade;acontecendoaqui.com.br;26;0;0;0;0.010736
finalidade;acontecendoaqui.com.br;27;0;0;0;0.001073
finalidade;acontecendoaqui.com.br;28;0;0;0;0.024681
finalidade;acontecendoaqui.com.br;29;0;0;0;0.047775
finalidade;acontecendoaqui.com.br;30;0;0;0;0.092479
finalidade;acontecendoaqui.com.br;31;0;0;0;0.051159
finalidade;acontecendoaqui.com.br;32;0;0;0;0.038069
finalidade;acontecendoaqui.com.br;33;0;0;0;0.012700
finalidade;acontecendoaqui.com.br;34;0;0;0;0.035772
finalidade;acontecendoaqui.com.br;36;0;0;0;0.020075
finalidade;acontecendoaqui.com.br;37;0;0;0;0.015201
finalidade;acontecendoaqui.com.br;38;0;0;0;0.035456
finalidade;acontecendoaqui.com.br;39;0;0;1;0.172548
finalidade;acontecendoaqui.com.br;40;0;0;0;0.017066
finalidade;acontecendoaqui.com.br;42;1;1;1;0.121371
finalidade;acontecendoaqui.com.br;43;0;0;0;0.018340
finalidade;acontecendoaqui.com.br;45;1;1;0;0.049447
finalidade;acontecendoaqui.com.br;46;1;1;1;0.600426
finalidade;acontecendoaqui.com.br;48;0;0;0;0.027324
finalidade;acontecendoaqui.com.br;49;0;0;0;0.072894
finalidade;acontecendoaqui.com.br;50;0;0;0;0.039929
finalidade;acontecendoaqui.com.br;51;0;0;0;0.036251
finalidade;acontecendoaqui.com.br;52;0;0;0;0.062784
finalidade;acontecendoaqui.com.br;53;0;0;0;0.010655
finalidade;acontecendoaqui.com.br;54;0;0;0;0.005470
finalidade;acontecendoaqui.com.br;55;0;0;0;0.008580
finalidade;acontecendoaqui.com.br;56;0;0;0;0.004553
finalidade;acontecendoaqui.com.br;57;0;0;0;0.014073
finalidade;acontecendoaqui.com.br;58;0;0;0;0.012314
finalidade;acontecendoaqui.com.br;59;0;0;0;0.024496
finalidade;acontecendoaqui.com.br;60;0;0;0;0.013422
finalidade;acontecendoaqui.com.br;61;0;0;0;0.032240
finalidade;acontecendoaqui.com.br;62;0;0;0;0.005474
finalidade;acontecendoaqui.com.br;63;0;0;0;0.018300
finalidade;acontecendoaqui.com.br;65;0;0;0;0.051773
finalidade;acontecendoaqui.com.br;66;0;0;0;0.003361
finalidade;acontecendoaqui.com.br;67;0;0;0;0.010776
finalidade;acontecendoaqui.com.br;69;0;0;0;0.013796
finalidade;acontecendoaqui.com.br;70;0;0;0;0.021545
finalidade;acontecendoaqui.com.br;71;0;0;0;0.014113
finalidade;acontecendoaqui.com.br;72;0;0;0;0.014728
finalidade;acontecendoaqui.com.br;73;0;0;0;0.011345
finalidade;acontecendoaqui.com.br;74;0;0;0;0.048006
finalidade;acontecendoaqui.com.br;75;0;0;0;0.056370
finalidade;acontecendoaqui.com.br;76;0;0;0;0.026485
finalidade;acontecendoaqui.com.br;77;0;0;0;0.010664
finalidade;acontecendoaqui.com.br;78;0;0;0;0.001266
finalidade;acontecendoaqui.com.br;79;0;0;0;0.003588
finalidade;acontecendoaqui.com.br;81;0;0;0;0.002460
finalidade;acontecendoaqui.com.br;82;0;0;0;0.006142
finalidade;acontecendoaqui.com.br;95;0;0;1;0.193711
finalidade;acontecendoaqui.com.br;96;0;0;0;0.002360
finalidade;acontecendoaqui.com.br;97;0;0;0;0.006739
finalidade;primeirainfanciaemdados.org.br;5;0;0;0;0.013348
finalidade;primeirainfanciaemdados.org.br;12;0;0;0;0.052337
finalidade;primeirainfanciaemdados.org.br;24;0;0;0;0.027245
finalidade;primeirainfanciaemdados.org.br;25;0;0;0;0.003211
finalidade;primeirainfanciaemdados.org.br;26;0;0;0;0.000693
finalidade;primeirainfanciaemdados.org.br;27;0;0;0;0.002476
finalidade;primeirainfanciaemdados.org.br;28;0;0;0;0.007828
finalidade;primeirainfanciaemdados.org.br;29;0;0;0;0.012429
finalidade;primeirainfanciaemdados.org.br;30;0;0;0;0.015451
finalidade;primeirainfanciaemdados.org.br;31;0;0;0;0.006948
finalidade;primeirainfanciaemdados.org.br;32;0;0;0;0.018377
finalidade;primeirainfanciaemdados.org.br;33;0;0;0;0.005167
finalidade;primeirainfanciaemdados.org.br;34;0;0;0;0.032500
finalidade;primeirainfanciaemdados.org.br;37;0;0;0;0.024916
finalidade;primeirainfanciaemdados.org.br;38;0;0;0;0.058681
finalidade;primeirainfanciaemdados.org.br;39;0;0;0;0.031176
finalidade;primeirainfanciaemdados.org.br;40;1;1;1;0.300693
finalidade;primeirainfanciaemdados.org.br;41;0;0;0;0.006002
finalidade;primeirainfanciaemdados.org.br;42;0;0;1;0.131755
finalidade;primeirainfanciaemdados.org.br;45;0;0;0;0.033057
finalidade;primeirainfanciaemdados.org.br;46;0;0;0;0.010646
finalidade;primeirainfanciaemdados.org.br;47;0;0;0;0.006796
finalidade;primeirainfanciaemdados.org.br;48;0;0;0;0.010740
finalidade;primeirainfanciaemdados.org.br;50;0;0;0;0.002391
finalidade;primeirainfanciaemdados.org.br;51;0;0;0;0.006838
finalidade;primeirainfanciaemdados.org.br;52;0;1;0;0.036678
finalidade;primeirainfanciaemdados.org.br;54;0;0;1;0.319347
finalidade;primeirainfanciaemdados.org.br;56;0;0;0;0.007965
finalidade;primeirainfanciaemdados.org.br;57;1;1;1;0.436513
finalidade;primeirainfanciaemdados.org.br;58;1;1;1;0.691228
finalidade;primeirainfanciaemdados.org.br;60;0;0;0;0.025335
finalidade;primeirainfanciaemdados.org.br;61;0;0;0;0.020958
finalidade;primeirainfanciaemdados.org.br;62;1;0;1;0.879155
finalidade;primeirainfanciaemdados.org.br;63;0;0;0;0.074487
finalidade;primeirainfanciaemdados.org.br;64;0;1;1;0.196403
finalidade;primeirainfanciaemdados.org.br;65;0;0;0;0.067616
finalidade;primeirainfanciaemdados.org.br;66;1;1;1;0.229766
finalidade;primeirainfanciaemdados.org.br;67;1;1;1;0.727710
finalidade;primeirainfanciaemdados.org.br;68;0;0;0;0.005562
finalidade;primeirainfanciaemdados.org.br;70;0;0;0;0.005951
finalidade;primeirainfanciaemdados.org.br;71;0;0;0;0.007675
finalidade;primeirainfanciaemdados.org.br;72;0;0;1;0.162121
finalidade;primeirainfanciaemdados.org.br;73;0;1;0;0.052374
finalidade;primeirainfanciaemdados.org.br;75;0;0;0;0.006452
finalidade;primeirainfanciaemdados.org.br;76;0;0;0;0.005898
finalidade;primeirainfanciaemdados.org.br;77;0;0;0;0.008670
finalidade;primeirainfanciaemdados.org.br;79;0;0;0;0.063201
finalidade;primeirainfanciaemdados.org.br;80;0;0;0;0.011070
finalidade;primeirainfanciaemdados.org.br;82;0;0;0;0.010520
finalidade;primeirainfanciaemdados.org.br;83;0;1;0;0.026716
finalidade;primeirainfanciaemdados.org.br;85;0;0;0;0.008462
finalidade;primeirainfanciaemdados.org.br;86;0;0;0;0.003088
finalidade;primeirainfanciaemdados.org.br;87;0;0;0;0.002652
finalidade;primeirainfanciaemdados.org.br;88;0;0;0;0.008001
finalidade;primeirainfanciaemdados.org.br;89;0;0;0;0.007741
finalidade;primeirainfanciaemdados.org.br;90;0;0;0;0.006356
finalidade;primeirainfanciaemdados.org.br;91;0;0;0;0.005434
finalidade;primeirainfanciaemdados.org.br;92;0;0;0;0.030960
finalidade;primeirainfanciaemdados.org.br;93;0;0;0;0.015828
finalidade;primeirainfanciaemdados.org.br;94;0;0;0;0.032067
finalidade;primeirainfanciaemdados.org.br;95;0;0;0;0.007473
finalidade;primeirainfanciaemdados.org.br;96;0;0;0;0.057789
finalidade;primeirainfanciaemdados.org.br;97;0;0;0;0.010169
finalidade;primeirainfanciaemdados.org.br;98;0;0;0;0.015090
finalidade;primeirainfanciaemdados.org.br;99;0;1;1;0.152813
finalidade;primeirainfanciaemdados.org.br;100;0;1;0;0.047358
finalidade;primeirainfanciaemdados.org.br;102;0;0;0;0.002466
finalidade;primeirainfanciaemdados.org.br;103;0;0;1;0.115269
finalidade;primeirainfanciaemdados.org.br;105;0;0;0;0.008003
finalidade;primeirainfanciaemdados.org.br;106;0;0;0;0.026052
finalidade;primeirainfanciaemdados.org.br;107;0;0;0;0.010212
finalidade;primeirainfanciaemdados.org.br;108;0;0;1;0.150192
finalidade;primeirainfanciaemdados.org.br;111;0;0;0;0.049819
finalidade;primeirainfanciaemdados.org.br;112;0;0;0;0.020730
finalidade;primeirainfanciaemdados.org.br;113;0;0;0;0.005610
finalidade;primeirainfanciaemdados.org.br;114;0;0;0;0.029300
finalidade;primeirainfanciaemdados.org.br;115;0;0;0;0.025012
finalidade;primeirainfanciaemdados.org.br;116;0;0;0;0.014066
finalidade;primeirainfanciaemdados.org.br;117;0;0;0;0.019458
finalidade;primeirainfanciaemdados.org.br;118;0;0;0;0.013233
finalidade;primeirainfanciaemdados.org.br;120;0;0;0;0.001028
finalidade;primeirainfanciaemdados.org.br;123;0;0;0;0.025012
finalidade;primeirainfanciaemdados.org.br;139;0;0;0;0.021177
finalidade;verzani.com.br;0;0;0;0;0.035113
finalidade;verzani.com.br;1;0;0;0;0.079907
finalidade;verzani.com.br;6;0;0;0;0.022616
finalidade;verzani.com.br;7;0;0;0;0.112330
finalidade;verzani.com.br;11;0;0;0;0.022616
finalidade;verzani.com.br;14;0;0;0;0.067261
finalidade;verzani.com.br;16;0;0;0;0.018754
finalidade;verzani.com.br;17;0;0;1;0.483554
finalidade;verzani.com.br;18;0;0;0;0.016397
finalidade;verzani.com.br;22;0;0;0;0.067261
finalidade;verzani.com.br;26;0;0;0;0.022616
finalidade;verzani.com.br;27;0;0;0;0.059825
finalidade;verzani.com.br;29;0;0;0;0.085601
finalidade;verzani.com.br;30;0;0;0;0.016766
finalidade;verzani.com.br;31;0;0;0;0.055736
finalidade;verzani.com.br;32;0;0;1;0.151923
finalidade;verzani.com.br;34;0;0;0;0.022616
finalidade;verzani.com.br;37;0;0;1;0.173690
finalidade;verzani.com.br;38;0;0;0;0.008092
finalidade;verzani.com.br;42;0;0;0;0.041860
finalidade;verzani.com.br;52;0;0;0;0.022616
finalidade;verzani.com.br;54;0;0;0;0.020612
finalidade;verzani.com.br;75;0;0;0;0.022616
finalidade;verzani.com.br;76;0;0;0;0.001020
finalidade;verzani.com.br;77;0;0;0;0.006190
finalidade;verzani.com.br;78;0;0;0;0.038205
finalidade;verzani.com.br;79;0;0;0;0.006250
finalidade;verzani.com.br;80;0;0;0;0.006220
finalidade;verzani.com.br;81;1;0;0;0.027525
finalidade;verzani.com.br;83;0;0;0;0.001808
finalidade;verzani.com.br;84;0;0;0;0.012845
finalidade;verzani.com.br;85;0;0;0;0.012713
finalidade;verzani.com.br;86;0;0;0;0.004501
finalidade;verzani.com.br;87;0;0;0;0.014966
finalidade;verzani.com.br;88;0;0;0;0.006847
finalidade;verzani.com.br;90;0;0;0;0.069366
finalidade;verzani.com.br;91;0;0;0;0.002879
finalidade;verzani.com.br;92;0;0;0;0.015325
finalidade;verzani.com.br;93;0;0;0;0.002765
finalidade;verzani.com.br;94;0;0;0;0.035006
finalidade;verzani.com.br;95;0;0;0;0.002885
finalidade;verzani.com.br;97;0;0;0;0.025955
finalidade;verzani.com.br;102;0;0;1;0.277402
finalidade;verzani.com.br;103;1;0;1;0.195602
finalidade;verzani.com.br;104;0;0;0;0.026451
finalidade;verzani.com.br;105;1;0;0;0.132128
finalidade;verzani.com.br;108;0;0;0;0.005699
finalidade;verzani.com.br;109;1;0;0;0.027616
finalidade;verzani.com.br;111;0;0;0;0.043652
finalidade;verzani.com.br;113;1;0;0;0.080617
finalidade;verzani.com.br;115;0;0;0;0.053636
finalidade;verzani.com.br;117;1;0;0;0.019223
finalidade;verzani.com.br;118;0;0;0;0.028697
finalidade;verzani.com.br;121;0;0;0;0.001266
finalidade;verzani.com.br;122;0;0;0;0.026536
finalidade;verzani.com.br;123;0;0;0;0.078709
finalidade;verzani.com.br;124;0;0;0;0.040338
finalidade;verzani.com.br;126;0;0;0;0.003799
finalidade;verzani.com.br;127;0;1;0;0.051000
finalidade;verzani.com.br;129;0;0;0;0.022001
finalidade;verzani.com.br;131;0;0;1;0.318718
finalidade;verzani.com.br;132;0;0;0;0.016227
finalidade;verzani.com.br;133;0;0;0;0.003436
finalidade;verzani.com.br;134;0;0;0;0.028717
finalidade;verzani.com.br;135;0;0;0;0.015229
finalidade;verzani.com.br;138;0;0;0;0.016227
finalidade;verzani.com.br;149;0;0;0;0.006695
finalidade;verzani.com.br;150;0;1;0;0.006964
finalidade;verzani.com.br;152;0;1;0;0.037374
finalidade;verzani.com.br;153;0;1;0;0.087987
finalidade;verzani.com.br;154;0;0;0;0.002121
finalidade;verzani.com.br;160;0;0;0;0.000732
finalidade;verzani.com.br;162;0;0;0;0.001776
finalidade;verzani.com.br;164;0;0;0;0.004866
finalidade;verzani.com.br;166;0;0;0;0.007490
finalidade;verzani.com.br;168;0;0;0;0.002352
finalidade;verzani.com.br;169;0;0;0;0.004509
finalidade;verzani.com.br;171;0;0;0;0.029984
finalidade;verzani.com.br;173;0;0;0;0.011133
finalidade;verzani.com.br;175;0;0;0;0.004221
finalidade;verzani.com.br;178;0;0;0;0.013131
finalidade;verzani.com.br;179;0;0;0;0.036900
finalidade;verzani.com.br;180;0;0;1;0.253232
finalidade;verzani.com.br;181;0;0;0;0.058010
finalidade;verzani.com.br;182;1;0;1;0.919026
finalidade;verzani.com.br;183;1;1;1;0.548620
finalidade;verzani.com.br;184;1;1;1;0.560370
finalidade;verzani.com.br;185;1;0;0;0.048307
finalidade;verzani.com.br;186;1;1;1;0.209115
finalidade;verzani.com.br;188;0;0;0;0.004015
finalidade;verzani.com.br;189;1;0;0;0.085357
finalidade;verzani.com.br;190;0;0;0;0.080444
finalidade;verzani.com.br;191;0;0;0;0.027083
finalidade;verzani.com.br;192;1;0;1;0.600676
finalidade;verzani.com.br;193;0;0;0;0.011410
finalidade;verzani.com.br;194;0;0;0;0.082524
finalidade;verzani.com.br;196;1;0;0;0.012011
finalidade;verzani.com.br;197;0;0;0;0.004978
finalidade;verzani.com.br;198;0;0;0;0.005669
finalidade;verzani.com.br;199;1;0;1;0.185278
finalidade;verzani.com.br;200;0;0;0;0.039048
finalidade;verzani.com.br;201;0;0;1;0.600694
finalidade;verzani.com.br;202;1;0;0;0.079706
finalidade;verzani.com.br;203;0;0;0;0.012194
finalidade;verzani.com.br;204;0;0;0;0.098257
finalidade;verzani.com.br;205;1;0;0;0.094572
finalidade;verzani.com.br;206;0;0;0;0.119463
finalidade;verzani.com.br;207;0;0;0;0.056507
finalidade;verzani.com.br;208;0;0;0;0.032467
finalidade;verzani.com.br;209;0;0;0;0.095675
finalidade;verzani.com.br;210;1;1;1;0.256044
finalidade;verzani.com.br;211;0;0;0;0.010752
finalidade;verzani.com.br;212;0;0;1;0.538370
finalidade;verzani.com.br;213;0;0;0;0.126976
finalidade;verzani.com.br;215;0;0;0;0.006278
finalidade;verzani.com.br;218;0;0;0;0.007102
finalidade;verzani.com.br;220;0;0;0;0.001275
finalidade;verzani.com.br;221;0;1;0;0.034967
finalidade;verzani.com.br;222;0;0;0;0.076850
finalidade;verzani.com.br;235;0;0;0;0.059825
finalidade;verzani.com.br;253;0;0;0;0.069416
finalidade;verzani.com.br;257;0;0;0;0.070327
finalidade;verzani.com.br;277;0;0;0;0.015339
finalidade;verzani.com.br;278;0;0;0;0.014792
finalidade;verzani.com.br;279;0;0;0;0.031452
finalidade;verzani.com.br;281;0;1;0;0.032718
finalidade;verzani.com.br;282;0;0;0;0.025458
finalidade;rifapersonalizada.com.br;1;0;0;0;0.013106
finalidade;rifapersonalizada.com.br;5;0;0;0;0.040296
finalidade;rifapersonalizada.com.br;6;0;0;0;0.048521
finalidade;rifapersonalizada.com.br;7;0;0;0;0.063390
finalidade;rifapersonalizada.com.br;8;0;0;0;0.040459
finalidade;rifapersonalizada.com.br;9;0;0;1;0.175854
finalidade;rifapersonalizada.com.br;10;0;0;1;0.142165
finalidade;rifapersonalizada.com.br;11;0;0;0;0.084433
finalidade;rifapersonalizada.com.br;12;0;0;1;0.160815
finalidade;rifapersonalizada.com.br;13;0;0;0;0.060607
finalidade;rifapersonalizada.com.br;14;0;1;0;0.016459
finalidade;rifapersonalizada.com.br;15;0;0;0;0.099361
finalidade;rifapersonalizada.com.br;16;0;0;1;0.205048
finalidade;rifapersonalizada.com.br;17;0;1;1;0.139203
finalidade;rifapersonalizada.com.br;18;0;0;0;0.081735
finalidade;rifapersonalizada.com.br;19;0;0;1;0.171609
finalidade;rifapersonalizada.com.br;20;0;0;0;0.083987
finalidade;rifapersonalizada.com.br;22;0;0;0;0.020832
finalidade;rifapersonalizada.com.br;23;0;0;0;0.088344
finalidade;rifapersonalizada.com.br;24;0;1;1;0.369417
finalidade;rifapersonalizada.com.br;25;0;0;0;0.021730
finalidade;rifapersonalizada.com.br;26;0;0;1;0.300737
finalidade;rifapersonalizada.com.br;27;0;0;0;0.043638
finalidade;rifapersonalizada.com.br;28;0;0;0;0.095918
finalidade;rifapersonalizada.com.br;29;0;0;0;0.037614
finalidade;rifapersonalizada.com.br;30;0;0;0;0.031082
finalidade;rifapersonalizada.com.br;31;0;0;0;0.056990
finalidade;rifapersonalizada.com.br;32;0;0;0;0.059910
finalidade;rifapersonalizada.com.br;33;0;0;0;0.031284
finalidade;rifapersonalizada.com.br;34;0;0;0;0.094641
finalidade;rifapersonalizada.com.br;35;0;0;0;0.092378
finalidade;rifapersonalizada.com.br;37;0;0;0;0.060661
finalidade;rifapersonalizada.com.br;38;0;0;1;0.185276
finalidade;rifapersonalizada.com.br;39;0;0;1;0.154968
finalidade;rifapersonalizada.com.br;40;0;0;1;0.209590
finalidade;rifapersonalizada.com.br;41;0;0;0;0.106946
finalidade;rifapersonalizada.com.br;42;0;0;1;0.196386
finalidade;rifapersonalizada.com.br;43;0;0;0;0.079960
finalidade;rifapersonalizada.com.br;44;0;0;0;0.047278
finalidade;rifapersonalizada.com.br;45;0;0;0;0.051903
finalidade;rifapersonalizada.com.br;46;1;0;0;0.117230
finalidade;rifapersonalizada.com.br;47;1;0;1;0.501946
finalidade;rifapersonalizada.com.br;48;1;1;1;0.235170
finalidade;rifapersonalizada.com.br;49;1;1;1;0.261196
finalidade;rifapersonalizada.com.br;50;0;0;0;0.120052
finalidade;rifapersonalizada.com.br;51;1;1;1;0.282994
finalidade;rifapersonalizada.com.br;52;0;0;0;0.067566
finalidade;rifapersonalizada.com.br;53;1;0;1;0.142468
finalidade;rifapersonalizada.com.br;54;1;1;1;0.352437
finalidade;rifapersonalizada.com.br;55;0;0;0;0.094907
finalidade;rifapersonalizada.com.br;56;0;0;0;0.046512
finalidade;rifapersonalizada.com.br;57;0;0;0;0.117350
finalidade;rifapersonalizada.com.br;58;0;1;1;0.145463
finalidade;rifapersonalizada.com.br;59;0;0;0;0.057245
finalidade;rifapersonalizada.com.br;60;0;0;0;0.061865
finalidade;rifapersonalizada.com.br;61;0;0;0;0.078503
finalidade;rifapersonalizada.com.br;62;0;0;0;0.060210
finalidade;rifapersonalizada.com.br;63;0;0;0;0.088772
finalidade;rifapersonalizada.com.br;64;0;0;0;0.111924
finalidade;rifapersonalizada.com.br;65;0;0;0;0.112127
finalidade;rifapersonalizada.com.br;66;0;0;0;0.089929
finalidade;rifapersonalizada.com.br;67;0;0;0;0.033598
finalidade;rifapersonalizada.com.br;68;0;0;0;0.074894
finalidade;rifapersonalizada.com.br;69;0;1;0;0.048175
finalidade;rifapersonalizada.com.br;70;0;0;0;0.068670
finalidade;rifapersonalizada.com.br;71;0;0;0;0.096629
finalidade;rifapersonalizada.com.br;72;0;0;0;0.078373
finalidade;rifapersonalizada.com.br;73;0;0;1;0.214424
finalidade;rifapersonalizada.com.br;74;0;0;1;0.151202
finalidade;rifapersonalizada.com.br;75;0;0;0;0.073078
finalidade;rifapersonalizada.com.br;76;0;1;0;0.034331
finalidade;rifapersonalizada.com.br;77;0;0;0;0.065947
finalidade;rifapersonalizada.com.br;78;0;0;0;0.089527
finalidade;rifapersonalizada.com.br;79;0;0;0;0.061973
finalidade;rifapersonalizada.com.br;80;0;1;0;0.093937
finalidade;rifapersonalizada.com.br;81;0;0;0;0.116584
finalidade;rifapersonalizada.com.br;83;0;0;1;0.129026
finalidade;rifapersonalizada.com.br;84;0;0;0;0.048425
finalidade;rifapersonalizada.com.br;85;0;0;0;0.021218
finalidade;rifapersonalizada.com.br;86;0;0;0;0.072180
finalidade;rifapersonalizada.com.br;87;0;0;0;0.061204
finalidade;rifapersonalizada.com.br;89;0;0;0;0.058015
finalidade;rifapersonalizada.com.br;90;0;0;0;0.098549
finalidade;rifapersonalizada.com.br;91;0;0;0;0.069532
finalidade;rifapersonalizada.com.br;99;0;0;1;0.125471
finalidade;rifapersonalizada.com.br;100;0;0;0;0.113177
finalidade;rifapersonalizada.com.br;101;0;0;0;0.062754
finalidade;rifapersonalizada.com.br;112;0;0;0;0.080526
finalidade;rifapersonalizada.com.br;114;0;0;0;0.107043
finalidade;rifapersonalizada.com.br;115;0;0;0;0.061724
finalidade;rifapersonalizada.com.br;116;0;0;0;0.044659
finalidade;rifapersonalizada.com.br;117;0;0;0;0.082531
finalidade;rifapersonalizada.com.br;118;0;0;0;0.098855
finalidade;rifapersonalizada.com.br;119;0;1;1;0.251091
finalidade;rifapersonalizada.com.br;120;0;0;0;0.069078
finalidade;rifapersonalizada.com.br;121;0;0;0;0.063971
finalidade;rifapersonalizada.com.br;123;0;0;1;0.278568
finalidade;rifapersonalizada.com.br;124;0;0;0;0.088403
finalidade;rifapersonalizada.com.br;125;0;0;1;0.233651
finalidade;rifapersonalizada.com.br;131;0;0;1;0.375190
finalidade;rifapersonalizada.com.br;132;0;0;0;0.090959
finalidade;rifapersonalizada.com.br;133;0;1;1;0.166282
finalidade;rifapersonalizada.com.br;134;0;0;0;0.082669
finalidade;rifapersonalizada.com.br;135;0;0;0;0.092394
finalidade;rifapersonalizada.com.br;136;0;1;1;0.350017
finalidade;rifapersonalizada.com.br;138;0;1;1;0.293496
finalidade;rifapersonalizada.com.br;140;0;0;0;0.076068
finalidade;rifapersonalizada.com.br;141;0;0;0;0.078185
finalidade;rifapersonalizada.com.br;142;0;0;0;0.059003
finalidade;rifapersonalizada.com.br;143;0;0;0;0.098589
finalidade;rifapersonalizada.com.br;144;0;0;0;0.111752
finalidade;rifapersonalizada.com.br;145;0;0;1;0.153073
finalidade;rifapersonalizada.com.br;146;0;0;0;0.117838
finalidade;rifapersonalizada.com.br;147;0;0;1;0.131575
finalidade;rifapersonalizada.com.br;148;0;0;0;0.101022
finalidade;rifapersonalizada.com.br;149;0;0;0;0.106006
finalidade;rifapersonalizada.com.br;150;0;0;0;0.122053
finalidade;rifapersonalizada.com.br;151;0;0;0;0.055397
finalidade;rifapersonalizada.com.br;152;0;0;0;0.064128
finalidade;rifapersonalizada.com.br;153;0;0;0;0.070322
finalidade;rifapersonalizada.com.br;154;0;0;0;0.111819
finalidade;rifapersonalizada.com.br;155;0;0;0;0.077007
finalidade;rifapersonalizada.com.br;156;0;0;0;0.077773
finalidade;rifapersonalizada.com.br;157;0;0;1;0.152964
finalidade;rifapersonalizada.com.br;158;0;0;0;0.055665
finalidade;rifapersonalizada.com.br;159;0;0;0;0.047270
finalidade;rifapersonalizada.com.br;160;0;0;0;0.081904
finalidade;rifapersonalizada.com.br;161;0;0;1;0.227626
finalidade;rifapersonalizada.com.br;162;0;0;0;0.058992
finalidade;rifapersonalizada.com.br;163;0;0;1;0.145364
finalidade;rifapersonalizada.com.br;164;0;0;1;0.132840
finalidade;rifapersonalizada.com.br;165;0;0;1;0.250169
finalidade;rifapersonalizada.com.br;166;0;0;0;0.078012
finalidade;rifapersonalizada.com.br;167;0;0;1;0.188613
finalidade;rifapersonalizada.com.br;168;0;0;0;0.055488
finalidade;rifapersonalizada.com.br;169;0;0;1;0.135510
finalidade;rifapersonalizada.com.br;172;0;0;1;0.133626
finalidade;rifapersonalizada.com.br;173;0;0;1;0.136230
finalidade;rifapersonalizada.com.br;174;0;0;0;0.099505
finalidade;rifapersonalizada.com.br;175;0;0;0;0.075626
finalidade;rifapersonalizada.com.br;179;0;0;1;0.182379
finalidade;rifapersonalizada.com.br;180;0;0;0;0.067612
finalidade;rifapersonalizada.com.br;181;0;0;0;0.024780
finalidade;rifapersonalizada.com.br;187;0;0;0;0.088830
finalidade;rifapersonalizada.com.br;198;0;0;1;0.178440
finalidade;rifapersonalizada.com.br;201;0;0;0;0.115336
finalidade;rifapersonalizada.com.br;202;0;0;0;0.082079
finalidade;rifapersonalizada.com.br;203;0;0;1;0.125407
finalidade;rifapersonalizada.com.br;204;0;0;0;0.081990
finalidade;rifapersonalizada.com.br;207;0;0;0;0.057675
finalidade;rifapersonalizada.com.br;208;0;0;1;0.148721
finalidade;rifapersonalizada.com.br;209;0;0;0;0.089274
finalidade;pedidook.com.br;0;0;0;0;0.009746
finalidade;pedidook.com.br;2;0;1;0;0.016077
finalidade;pedidook.com.br;5;0;0;0;0.076244
finalidade;pedidook.com.br;6;0;0;0;0.000960
finalidade;pedidook.com.br;7;0;0;0;0.045056
finalidade;pedidook.com.br;8;0;0;0;0.032669
finalidade;pedidook.com.br;9;0;0;0;0.010252
finalidade;pedidook.com.br;10;0;1;0;0.102025
finalidade;pedidook.com.br;11;0;0;0;0.004714
finalidade;pedidook.com.br;12;0;0;0;0.006295
finalidade;pedidook.com.br;13;0;1;0;0.006304
finalidade;pedidook.com.br;15;0;0;0;0.007066
finalidade;pedidook.com.br;16;0;0;1;0.121476
finalidade;pedidook.com.br;17;0;0;0;0.015526
